,var1,var2,p_valeur,v_cramer
105,food_and_drink,gate_location,0.0,0.562878389447325
106,food_and_drink,inflight_wifi_service,1.3226361973069759e-36,0.02068893565457807
107,food_and_drink,inflight_entertainment,0.0,0.3524941493550331
108,food_and_drink,online_support,8.166677730363474e-71,0.02789471893719105
109,food_and_drink,ease_online_booking,4.560579327163097e-51,0.024032277444666687
110,food_and_drink,on_board_service,1.9313979471772741e-31,0.019332595613019005
111,food_and_drink,leg_room_service,0.0,0.4482778383029122
112,food_and_drink,baggage_handling,4.09438871453724e-29,0.018683693355318765
113,food_and_drink,checkin_service,6.720217258233327e-15,0.013908331417105246
114,food_and_drink,cleanliness,1.7996936414195578e-27,0.01820880796222973
115,food_and_drink,online_boarding,3.964678703227103e-31,0.019246969261428867
116,gate_location,inflight_wifi_service,6.274313188622626e-38,0.02066062407930683
117,gate_location,inflight_entertainment,2.8171695074928767e-287,0.053672550465668094
118,gate_location,online_support,1.5056731891361233e-133,0.03714696626848853
119,gate_location,ease_online_booking,9.22905785654139e-132,0.03690971680358038
120,gate_location,on_board_service,2.6430548230510126e-183,0.04321426283007878
121,gate_location,leg_room_service,1.7239013049591905e-64,0.026724565241352957
122,gate_location,baggage_handling,3.190247852996447e-262,0.051352043337538636
123,gate_location,checkin_service,1.6706428125185225e-128,0.03647317439217732
124,gate_location,cleanliness,1.0937550206722677e-267,0.051867245385650254
125,gate_location,online_boarding,2.0343939023819937e-70,0.027481430333859243
126,inflight_wifi_service,inflight_entertainment,0.0,0.2020528777606735
127,inflight_wifi_service,online_support,0.0,0.4895360688106203
128,inflight_wifi_service,ease_online_booking,0.0,0.5566465466410717
129,inflight_wifi_service,on_board_service,1.0973930871296862e-189,0.04392997757071644
130,inflight_wifi_service,leg_room_service,5.402142765559643e-153,0.03993806681538162
131,inflight_wifi_service,baggage_handling,1.9045484098087653e-224,0.04763493760096475
132,inflight_wifi_service,checkin_service,0.0,0.060305693910984316
133,inflight_wifi_service,cleanliness,2.865152603130418e-195,0.044546431596868295
134,inflight_wifi_service,online_boarding,0.0,0.5675997696488163
135,inflight_entertainment,online_support,0.0,0.31518589264602037
136,inflight_entertainment,ease_online_booking,0.0,0.23686402844973464
137,inflight_entertainment,on_board_service,0.0,0.12309917849488232
138,inflight_entertainment,leg_room_service,0.0,0.11316198680496324
139,inflight_entertainment,baggage_handling,0.0,0.11162936081329186
140,inflight_entertainment,checkin_service,0.0,0.14367814058756828
141,inflight_entertainment,cleanliness,0.0,0.10623420433569881
142,inflight_entertainment,online_boarding,0.0,0.2627955134982256
143,online_support,ease_online_booking,0.0,0.5312940352401098
144,online_support,on_board_service,0.0,0.11158902995615674
145,online_support,leg_room_service,0.0,0.10357330744763545
146,online_support,baggage_handling,0.0,0.10303120953979397
147,online_support,checkin_service,0.0,0.1346744515664038
148,online_support,cleanliness,0.0,0.09964589813092346
149,online_support,online_boarding,0.0,0.5522055673843683
150,ease_online_booking,on_board_service,0.0,0.4190826690076458
151,ease_online_booking,leg_room_service,0.0,0.32379097515905475
152,ease_online_booking,baggage_handling,0.0,0.38862258761392326
153,ease_online_booking,checkin_service,0.0,0.08657477698327297
154,ease_online_booking,cleanliness,0.0,0.4208031045431574
155,ease_online_booking,online_boarding,0.0,0.5892646239031452
156,on_board_service,leg_room_service,0.0,0.34288628696939333
157,on_board_service,baggage_handling,0.0,0.4269754993012557
158,on_board_service,checkin_service,0.0,0.14313327945403126
159,on_board_service,cleanliness,0.0,0.4567356984036183
160,on_board_service,online_boarding,0.0,0.08470412319950023
161,leg_room_service,baggage_handling,0.0,0.31629345199997366
162,leg_room_service,checkin_service,0.0,0.10423778026803515
163,leg_room_service,cleanliness,0.0,0.33111644654041855
164,leg_room_service,online_boarding,0.0,0.07636776515420274
165,baggage_handling,checkin_service,0.0,0.14806647854415922
166,baggage_handling,cleanliness,0.0,0.5118579589517043
167,baggage_handling,online_boarding,0.0,0.08038456786036428
168,checkin_service,cleanliness,0.0,0.15091533499965706
169,checkin_service,online_boarding,0.0,0.1156890800623289
170,cleanliness,online_boarding,0.0,0.07674015503185988
